email_index,priority,reasoning
24342,1,It's an informational monthly report with no action required
24343,1,Informational forward with no action required
24344,1,"Informational notice of NDA receipt, no action required"
24345,2,The email fulfills a request and likely needs a standard acknowledgment
24347,1,"Just a friendly well-wish, no action required"
24348,1,Email only contains a link with no actionable request
24350,2,Requires action to assign people to teams but not urgent
24351,1,Forwarded notice with no clear action required
24352,1,"Informational document, no action required"
24353,2,Needs review of candidates but no urgent deadline
24354,1,Brief acknowledgment with no actionable request
24355,1,"Just a congratulatory note, no action required"
24356,1,Informational update with no required action
24357,2,Needs follow‑up clarification but not urgent
24358,2,Email requests input on credit responses but is not time‑critical
24359,1,"Informational project update, no immediate action required"
24360,1,Informational reply with no actionable request
24361,2,Requires review and response but not urgent
24362,2,Price change notification may require review
24363,1,FYI informational email with no required action
24366,2,"User asks for clarification, needs response but not urgent"
24368,1,"Informational list of papers, no immediate action needed"
24369,2,Sender provides missing attachment link requiring review
24370,2,Requires review and response but not urgent
24371,1,"Informational transaction notice, no action required"
24372,2,Request for donation requires a response but not urgent
24373,2,Requires response to address allocation changes
24374,2,Provides dispatch instructions requiring action but not urgent
24375,2,Needs approval but not urgent
24376,1,"FYI only, no action required"
24377,1,Informational apology with no required action
24378,1,"Informational weekly report, no action required"
24379,1,Informational announcement of leadership changes
24380,2,It appears to be a request about a land option that likely needs a response but has no urgent deadline
24381,1,"Informational calendar entry, no action required"
24382,1,"Informational attachment, no action required"
24383,1,"Informational notice about upcoming time change, no action required"
24384,2,"Request to add email address, not urgent"
24385,2,Request for customer info requires a response
24386,1,Provides attached statements with no required action
24387,1,Informational update with no urgent action required
24388,2,Sales inquiry that requires a response but is not urgent
24389,1,"No clear request or urgency, appears informational"
24390,1,Informational forwarded email with no clear action required
24391,1,Informational content with no required action
24392,1,Email contains only a link with no request for action
24393,1,The email contains only informal praise with no actionable request
24394,1,Informational update with no required action
24395,2,"Brief request to check with Oxley, requires a response but not urgent"
24396,1,"Agreement provided, no action needed"
24397,2,Contract execution notice requires acknowledgment
24398,1,"Attachment only, no action required"
24399,3,Urgent credit approval required for large LC
24400,2,Ticket reservation request needs a response but not urgent
24401,2,Expense report requires review but no urgent deadline
24402,2,Requires correction of address and a response
24403,1,Informational update with no required action
24404,2,"Informational summary with optional follow‑up, not urgent"
24405,1,Informational complaint with no urgent action needed
24406,2,Casual request for response without urgent deadline
24407,1,Email only shares a link with no actionable request
24408,1,"Informational update, no action needed"
24409,2,Requires response by a specific upcoming deadline
24410,1,Informational forward with no required action
24411,1,"Informational test email, no action needed"
24412,2,Request for language needs a response but not urgent
24413,1,Informational update with no required action
24414,1,"No actionable request, just a casual comment"
24415,1,"Spam advertisement, no action required"
24416,1,"Informational request to update personal records, no urgent action needed"
24417,1,"Informational receipt of agreement, no action required"
24418,1,"Informational newsletter, no action required"
24419,2,"Casual catch-up asking for a phone number, not time-sensitive"
24420,1,Email contains only a brief acknowledgment with no clear action required
24421,2,Job inquiry requires a response but is not time-critical
24422,1,"Informational announcement, no action required"
24423,1,"FYI about Steve's travel, no action required"
24424,1,"Informational email with link, no action required"
24425,2,Request for address requires a response but is not urgent
24426,1,Informational update with no required action
24427,1,Informational tip with no required action
24428,1,"Provides information only, no action required"
24429,2,Requires decision on booth participation
24430,2,Request for forms and diagram requires a response but is not urgent
24431,1,Informational request with no urgent action required
24432,2,Needs response to confirm participation
24433,1,"FYI only, no action required"
24434,1,"Informational weekly report, no action needed"
24435,1,"Informational update, no action needed"
24436,1,"Just a congratulatory note, no action required"
24437,2,Needs a response but not urgent
24438,1,Informational newsletter with no required action
24439,2,Requires follow‑up to locate missing address and prepare pending letters
24440,2,Request for assistance without urgent deadline
24441,1,No clear request or action required
24442,2,The sender expresses a concern and likely needs a response to address the issue
24443,2,Subscription renewal requires a response
24444,1,Informational update with no required action
24445,2,Needs a response but not urgent
24446,1,"Request to print an attached list, no urgency indicated"
24447,1,Provides data attachment with no action required
24449,1,"Provides contact information only, no action required"
24450,2,Needs response to get password and review the attached Hotsheet
24451,1,"Automated out-of-office reply, no immediate action required"
24452,1,"Informational report notification, no action needed"
24453,2,Needs discussion of attached contracts
24454,1,"Just a thank-you note, no action required"
24455,1,Informational FYI with no required action
24457,1,Informational email with no action required
24458,1,Informational FYI with no required action
24459,1,Informational list with no required action
24460,2,Clarification question requiring a response
24461,1,Email provides attached confirmations with no urgent request
24464,2,"Provides status update awaiting HR response, requires follow-up but not urgent"
24465,1,Informational update with no required action
24466,2,Requires review of revised letter but not urgent
24467,1,Informational notice about bus route change
24468,1,"Just a suggestion to coordinate, no urgent action needed"
24469,1,Forwarded informational message with no action required
24470,1,Informational forward with no action required
24471,1,"Just a thank you, no action required"
24472,2,Request for status update requiring a response
24473,1,Informational distribution with no urgent action required
24474,1,"Informational update, no action required"
24475,1,Informational email providing a contact address
24476,1,Informational weekly report with no required action
24477,2,Resume submission requires response but not urgent
24478,1,Forwarded message with no clear action required
24481,2,"Sender needs to resend attachments, requiring a response"
24482,1,"No actionable request, just a forwarded test"
24483,1,"Spam advertisement, no action needed"
24484,1,"Informational memo, no action needed"
24485,2,Request to print pages requires action but is not urgent
24486,1,"FYI press release, no action required"
24487,1,"Informational update with file list, no action required"
24488,1,Informational forwarded email with no clear action required
24489,2,Invitation requires RSVP
24490,2,Requires a response but no urgent deadline indicated
24491,2,Request for report review and clarification requiring a response
24494,1,"No action required, issue already addressed"
24495,1,Provides financial breakdown without urgent request
24496,2,"Request to update document, requires action but not urgent"
24498,1,"General donation request, not urgent"
24499,1,"Informational contract update, no action required"
24500,1,Informational email with no required action
24501,1,"Informational update, no action required"
24502,3,System error prevents offer search and needs immediate attention
24503,2,Requires data collection before transfer date
24504,1,Informational attachment about a past nomination
24505,1,Informational email with no action required
24506,2,Needs confirmation by Sunday
24507,2,Needs discussion but not urgent
24508,1,Informational update about merger with no required action
24510,1,Informational email with no immediate action required
24511,2,Request for menu selection requires a response but is not urgent
24512,1,"Contains only contact info, no action required"
24513,1,"Informational briefing, no action required"
24514,1,"Informational forward, no action required"
24515,1,"Provides data only, no action required"
24516,2,Needs clarification on confirmation form for CFD transaction
24517,2,Request for payment deposit
24519,1,"Contains only a link, no action required"
24520,2,Requires action to forward files but not urgent
24521,1,Meeting details are informational and date has passed
24522,2,Change request requires review but no urgent deadline
24523,1,Email confirms a change and requires no further action
24524,1,Informational notification of report availability
24525,1,"Informational summary, no action required"
24526,3,Needs prompt confirmation for upcoming interview
24527,1,Informational distribution with no urgent action required
24529,1,Contains only a link with no clear request
24530,2,"Request for status update, not urgent"
24531,1,"Simple acknowledgment, no action needed"
24532,1,"Informational password delivery, no immediate action required"
24533,1,"Informational update about price change, no action required"
24534,1,"Automated out-of-office reply, no immediate action required"
24535,1,Informational report with no urgent action required
24536,2,Request for feedback on draft agreement
24537,1,"No action required, just a friendly note"
24538,1,Informational forward with no clear action required
24540,2,Payment status update requires review but is not urgent
24541,1,Email is a forwarded notice with no clear action required
24542,2,Request requires drafting and sending documents
24543,2,Needs clarification on audience
24544,2,Requires discussion and response but not urgent
24545,1,"Just a thank you, no action required"
24546,1,"Informational email about Enron program, no action required"
24547,1,Informational newsletter with no required action
24548,3,Time-sensitive request about tonight's yoga
24549,1,Informational forwarded email with no action required
24550,2,Requires review of revised agreement but no urgent deadline
24552,2,"Requires review and response to draft agreement, but no urgent deadline indicated"
24553,2,"Requires action to print, sign, and return the memo"
24554,1,Informational newsletter with no immediate action required
24555,1,"Email contains no clear request or urgency, appears informational"
24556,2,Requires forwarding to admin but not urgent
24558,1,"No actionable request, likely spam"
24559,2,"Request for more info about the trip, not urgent"
24560,1,"Just a thank you, no action required"
24561,2,Needs a response but not urgent
24562,2,Request to assign a new banking representative
24563,1,Informational attachment with no urgent action required
24564,2,Requires review and response but not urgent
24565,1,"Spam advertisement, no action required"
24566,2,"Request for donation, not time-sensitive"
24567,3,User requests immediate money withdrawal
24568,2,Requires review of agreement but no urgent deadline
24569,1,Email contains only contact information with no actionable request
24570,2,Request for status update requiring a response but not urgent
24571,1,"Informational announcement, no action needed"
24572,1,"Informational memo, no immediate action required"
24573,1,Just a forwarded presentation with no urgent request
24574,1,Informational FYI email with no required action
24575,1,"No actionable request, appears informational"
24577,1,Email only shares a report with no required action
24578,2,Requires clarification response but not urgent
24580,2,Provides requested stats and may need a response
24581,2,"Needs confirmation of receipt, not urgent"
24582,1,"Informational notice, no action required"
24583,1,Informational content with no immediate action required
24585,2,Needs response to confirm next steps
24586,2,"Request for data, needs response but not urgent"
24587,1,"Acknowledgment receipt, no action required"
24589,2,"Request for wine preferences, not urgent"
24590,2,Technical update that may need clarification but not urgent
24591,1,"Informational update, no action required"
24592,1,"Informational update, no action required"
24593,1,"Informational notice of signed certificates, no action required"
24594,1,Informational announcement about a party
24595,3,File was deleted by mistake and likely requires immediate recovery
24596,1,"Confirmation that task is completed, no further action required"
24597,2,"Volunteer offers to lead effort, requires a response but not urgent"
24598,1,"Informational update about plant delay, no action required"
24599,1,Informational announcement about new organization
24600,2,"Request for procedural details, not urgent"
24601,1,"Contains revised letter attachment, no urgent action required"
24602,1,"Informational announcement, no action required"
24603,2,Request to draft a letter without urgent deadline
24604,1,Informational email with no action required
24605,2,Requires follow‑up to add missing broker information
24606,2,Requires configuration change but not urgent
24607,2,"Request for a file, needs response but not urgent"
24608,3,Urgent directive requiring immediate action by 6:00 a.m.
24609,1,Informational forward with no required action
24610,3,Needs review before Monday talk
24611,1,"Informational calendar notice, no action required"
24612,2,Access request pending missing information
24614,2,Resignation requires acknowledgment and processing
24615,2,Requires a response regarding demand charges
24616,2,"Recommendation to join partnership, requires response but not urgent"
24617,2,Requires approval response but not urgent
24618,2,"Request for username assignment, not urgent"
24619,2,"Needs clarification and information, requires a response but not urgent"
24621,2,Needs review of price information but not urgent
24622,1,Informational email with no required action
24623,2,"Request for resume and discussion, not urgent"
24624,2,Follow-up requires a response but is not urgent
24625,1,"Contains only an image attachment, no action required"
24627,1,Provides an informational update with no urgent action required
24628,1,Informational bid update with no immediate action required
24629,1,Informational reply with no required action
24630,1,Forwarded informational email with no clear action required
24631,1,"Informational data report, no action required"
24632,1,Informational update with no required action
24633,2,Review and possibly amend credit language in confirmations
24634,1,"Informational notice about read‑only login, no action required"
24636,2,User reports a functional bug preventing hotel selection
24637,2,"Request to forward a form, requires action but not urgent"
24638,3,Potential financial/legal issue requiring immediate action
24639,2,Requires employees to review goals but no urgent deadline
24640,2,Needs review of attached draft but no urgent deadline
24641,1,Brief follow-up with no urgent request
24642,1,"FYI only, no action required"
24643,2,"Request for printing copies, not urgent"
24644,1,Informational data report with no required action
24645,1,"Informational sales update, no action required"
24646,2,User requests bid placement and cancellation
24647,1,"Confirmation of attendance, no action required"
24648,2,Needs review of attached letter
24649,1,"Email only shares a presentation file, no immediate action needed"
24650,3,Marked high importance and requires urgent action
24651,1,Email only forwards a spreadsheet without a request
24652,2,Contains deal information requiring review
24653,2,Scheduling request that requires a timely response
24654,2,Requires response to confirm availability
24656,2,"Needs clarification response, not urgent"
24657,1,Simple acknowledgment with no further action needed
24658,3,Potential threat requiring immediate attention
24660,2,"Informing of gas turbine issue affecting output, needs response but not urgent"
24661,1,"The email only contains a thank you, no action required"
24662,1,"Nomination information only, no immediate action required"
24663,2,"Needs to pick up course materials, not urgent"
24664,1,"Informational revision of data, no action required"
24665,1,It's an informational newsletter with no required action
24666,2,Request for documents requires a response but is not urgent
24667,1,Forwarded informational message with no action required
24668,3,Daily gas nomination requires timely processing
24669,1,Informational notice about RTO week with no required action
24670,1,Provides informational clarification with no required action
24671,2,Requires review and response but not urgent
24672,2,"Request to disseminate study, requires action but not urgent"
24673,2,Requires response to confirm receipt and address potential document issues
24674,2,Requires monitoring and action but not urgent
24676,1,Message is informational with no action required
24677,1,"Informational invitation, no action required"
24678,2,Needs response to bid solicitation
24679,2,Request for work number requires a response but is not urgent
24680,1,"Contains only contact information, no action required"
24681,1,Email shares a final draft without a clear request or deadline
24683,1,"Email shares information only, no immediate action required"
24684,2,Nomination requires processing but is not urgent
24686,2,Request for missing fax needs response
24687,2,Requires updating the document with the corrected number
24688,1,"Provides historical data only, no action required"
24689,1,Informational email with no required action
24690,3,The sender indicates urgency and requests an immediate status update
24691,2,"Casual check‑in, requires a response but not urgent"
24692,2,Contains a memo that likely needs review but no urgent deadline
24693,1,"Simple agreement, no action required"
24694,1,Forwarded informational email with no clear action required
24695,2,Requires confirmation of trade updates but not urgent
24696,1,Informational update about a deal addition
24697,2,Requires review and possible response but not urgent
24698,1,Just an attachment with no request
24699,1,"Contains data only, no action required"
24701,2,Forwarded agreement likely needs review but has no urgent deadline
24702,1,"No clear request or urgency, appears informational"
24703,1,Informational report with no urgent action required
24704,1,"Informational status update, no immediate action needed"
24705,2,"Request to add exhibit B, requires action but not urgent"
24706,2,Requires action but not urgent
24707,1,Meeting notice appears informational with no required action
24708,2,Ticket request for upcoming Friday game
24709,1,"Informational update, no action required"
24710,1,"Just a congratulatory note, no action required"
24711,1,"Provides requested list, no immediate action needed"
24712,1,Forwarded documents with no clear action required
24713,1,"Contains only a file name, no actionable request"
24714,1,"Informational FYI about plant maintenance, no action required"
24716,1,It's an informational newsletter with no required action
24717,2,Request for trading schedule requires a response but is not urgent
24718,1,Statement does not require a response
24719,1,Email contains only forwarding headers with no actionable request
24720,1,"Spam advertisement, no action needed"
24721,1,Informational update about regulatory order
24722,1,"Informational invitation, no action needed"
24723,1,"Informational announcement, no action required"
24724,2,Legal clarification request requiring a response
24725,2,Request for analysis requires a response but lacks urgency
24728,1,Informational email with no required action
24729,1,Informational attachment with no urgent action required
24731,2,Needs a response to schedule discussion
24732,1,Informational notice with no required action
24733,1,Informational notification of completed gas purchase
24734,2,Requires a response about FERC suggestion and memo forwarding
24735,1,Apology with no actionable request
24736,2,Needs response to review attached confirmations
24738,1,"Provides information only, no urgent action required"
24739,1,"Link to news article, no action required"
24740,2,"Sender requests help but indicates it can wait for genuine interest, not urgent"
24741,1,Informational report with no action required
24742,2,"Request for a write-up and verification, requires a response but not urgent"
24743,1,Informational statement with no required action
24744,1,"Provides information only, no action needed"
24745,2,"FYI with a brief question, requires a response but not urgent"
24746,1,Simple acknowledgement with no action required
24747,2,Invitation requires an RSVP response
24748,1,Email contains only forwarding metadata with no actionable request
24749,1,"Informational, no action needed"
24750,1,"Informational update about a sale, only requires record-keeping"
24751,2,Sender requests a response on Martin
24752,1,"Friendly note, no action required"
24753,1,Informational email with no required action
24754,2,Request for ideas requires a response but is not urgent
24755,1,"Congratulatory note, no action required"
24756,2,Instruction to inform someone requires a response but is not urgent
24757,2,"Sender is attempting to resend a presentation, requiring a response"
24758,2,Needs verification of trade discrepancy
24759,1,Promotional message with no required action
24760,1,Provides a report link with no required action
24761,1,"Informational content about a movie, no action required"
24762,1,Informational email with no clear action required
24763,2,"Suggests sharing a document with multiple groups, requiring coordination but not urgent"
24764,2,Needs a response but no urgent deadline
24765,2,Request for real estate advice that requires a response but is not urgent
24766,2,Requires action to enforce confidentiality for a guest
24767,1,"Informational link, no action needed"
24769,1,Forwarded informational message with no clear request
24770,1,"Informational notification of request closure, no action needed"
24771,3,Urgent legal issue requiring immediate attention
24772,1,"Informational calendar entry, no action required"
24773,1,Informational forwarded email with no actionable request
24774,1,Informational update with no required action
24775,1,Informational forwarded email with no clear action required
24777,1,"Contains only an email address, no action required"
24779,2,"Request for schedule information, not urgent"
24781,1,Informational forwarded email with no clear action required
24782,1,"Just sending requested info, no action required"
24783,2,Requires sending signed documents but no urgent deadline
24784,1,The email is an FYI forward with no clear action required
24785,2,Request needs response to schedule a lesson soon
24786,1,"Informational note, no action required"
24787,2,Request to set up a contract requires action but has no urgent deadline
24789,1,Forwarded informational email with no clear action required
24790,1,Email contains only a forward with no clear action required
24791,2,Requires response to confirm extended deal dates
24792,2,Pending expense report requires review and action
24793,1,Message is informational with no required action
24794,1,"Apology for being late, no action needed"
24795,1,"Just sharing a link, no action required"
24796,2,"Friendly request for more photos, not urgent"
24798,1,Informational memo with no action required
24799,1,"Informational update, no action required"
24800,1,"Informational confirmation, no action required"
24801,1,Forwarded contact information with no clear action required
24802,1,Forwarded credit report with no clear action required
24803,2,"Friendly check‑in, requires a response but not urgent"
24804,2,Needs review and comments but not urgent
24805,1,No actionable request
24806,2,Needs clarification on invoice charges but not urgent
24807,2,Requires review and response but no immediate deadline
24808,2,Simple inquiry needing a reply
24809,1,Simple print request with no urgency
24810,1,"Informational, no action required"
24811,1,"Informational evaluation form, no action required"
24812,3,Incorrect deals causing a short position require immediate correction
24813,1,"Just a revised document with minor edits, no urgent action required"
24814,1,Informational name change notice
24816,2,Needs response to arrange tax forms before trading
24818,1,"Informational notice about upcoming manual vote, no immediate action required"
24819,2,Request for car keys and payment requires a response
24820,2,Needs a response to confirm if the issue repeats
24821,2,Requires a response to address missing picture
24822,1,Informational update with no urgent action required
24824,2,Recommendation for internship requires a response but is not urgent
24825,1,"Provides revenue details, no immediate action required"
24826,2,Requires response with price quote for upcoming volume
24828,1,"Provides data only, no action required"
24829,1,Informational forward with no action required
24830,1,The email is a non-urgent comment with no required action
24831,2,"Sender requests missing revised draft, needs a response but not urgent"
24832,2,Correction needed for deal details
24833,1,"FYI notice about heating oil stocks, no action required"
24834,2,"Request to adjust form handling and include annexes, needs action but not urgent"
24835,2,"Request for availability, not urgent"
24836,1,"Informational update, no action needed"
24838,1,The email is merely an acknowledgment with no required action
24840,1,Informational email about a past deal with no immediate action required
24841,2,"Request to review applicant, needs response but not urgent"
24842,1,Informational email with no required action
24843,1,Forwarded informational email with no clear action required
24845,1,"Provides informational resources, no action required"
24846,2,Requires informational response but not urgent
24847,2,"Request for donation, not urgent"
24848,2,Requires coordination but not urgent
24849,2,Requires review and response but no immediate deadline
24850,2,Requires recipients to respond about signatory status
24851,1,"Forwarded attachment, no action needed"
24852,1,"Informational update, no action needed"
24854,2,Sender cannot open the message and needs assistance
24855,2,"Offer of assistance, response not urgent"
24856,1,"Casual greeting, no action required"
24857,2,"Recipient asks for assistance, requiring a response but not urgent"
24858,1,"Informational update, no action required"
24859,1,"Informational update about access request, no immediate action needed"
24860,1,Informational update with no immediate action required
24861,1,"Historical nomination, no action required"
24862,1,Informational forward with no immediate action required
24863,1,Apology with no action required
24864,1,"Informational summary, no action required"
24865,1,Informational update with no immediate action required
24866,1,Email contains only a forwarded notice with no actionable request
24867,2,Request for room reservation information requires a response but is not urgent
24868,1,"Provides historical data, no action required"
24869,2,Request to schedule a document review requiring a response
24870,1,"Informational update about dinner attendance, no action required"
24872,1,Provides data without urgent request
24873,1,Calendar entry notification requires no action
24874,1,"Just a personal update, no action required"
24875,1,Informational email with no required action
24877,2,Requires correction and forwarding before Monday
24878,2,Requires action to update contracts but no immediate deadline
24879,2,User reports email delivery issue needing assistance
24880,2,"Request for clarification and data gathering, but not urgent"
24881,1,Provides contacts attachment with no urgent action required
24883,1,"Out of office notice, no action required"
24884,2,The sender asks a question that requires a response
24885,1,"Informational notice about future discussions, no immediate action needed"
24886,2,"Request for address information, needs a response but not urgent"
24887,1,"Informational report availability, no action required"
24888,2,Requires updating documents based on provided changes
24889,1,Simple acknowledgment with no required action
24890,1,No actionable request or urgent content
24891,2,Recipient needs to review the attached letter for a minor change
24892,1,Informational email with no required action
24893,2,Needs response to discuss resource allocation
24894,2,Request for hotel recommendation requires a response but is not urgent
24895,2,"Scheduling availability, needs a response but not urgent"
24896,1,"Calendar entry for a vacation day, no action required"
24897,2,Request to change billing account requires a response but is not urgent
24898,1,Informational email with no required action
24899,1,"Informational update, no action required"
24902,1,Informational email with no required action
24903,1,FYI forward with no action required
24904,1,Informal invitation with no urgent action required
24905,1,"Informational email providing contact details, no action required"
24906,1,Informational update with no required action
24907,2,Needs confirmation that attachment opened
24908,1,"Informational report availability, no action required"
24909,1,Informational notice with no required action
24912,2,Requires a response to coordinate plans
24913,2,Requires a decision on whether to drop the group
24914,1,"Just sending a file, no action needed"
24915,2,Requires response to address legal/contractual details
24916,2,"Short request for an update, requires a response but not urgent"
24917,2,Requires review and response but not urgent
24918,1,Informational update with no required action
24920,2,Requires response to coordinate tree removal for construction
24921,2,"Provides ID for training registration, needs response"
24922,1,Informational forward with no required action
24924,2,Requires review and comments but not urgent
24927,1,Email only provides data without a clear request
24928,2,Requires coordination but not urgent
24929,1,"Informational notice about past settlement, no action required"
24930,2,Requires contract update but not time-sensitive
24931,1,"Informational announcement, no action required"
24932,2,Request for invoices requires response but not urgent
24933,2,Needs a response to confirm if contact info is required
24934,1,"Just a congratulatory note, no action needed"
24935,1,"Informational newsletter, no action required"
24937,1,Forwarded notice with no clear action required
24938,1,"No actionable request or urgency, appears informational"
24939,1,Informational update with no required action
24940,1,Email only references an attachment with no urgent request
24941,2,Request requires action but is not urgent
24942,1,"Informational calendar notice, no action required"
24946,1,"Informational status update, no action required"
24947,2,Brief note referencing a voicemail that likely requires a follow‑up response
24949,2,"Requires review, signature, and faxing of a confirmation letter"
24950,1,"Provides only an extension number, no action needed"
24951,3,Urgent financial risk requiring immediate mitigation
24953,1,Forwarded confirmation letter with no actionable request
24954,2,Needs follow-up on missing confirmations
24955,2,Approval requires processing but not urgent
24956,1,Contains only a link with no request
24959,2,Clarification question requiring a response
24961,2,Requires clarification on disputed deals
24962,1,"Brief thank you, no action required"
24963,1,"No actionable content, just a test message"
24964,1,Informational content with no actionable request
24965,1,Subject hints urgency but the body is only a status update requiring no action
24966,1,"Informational update about unauthorized CPs, no urgent action required"
24967,1,Informational update with no urgent action required
24969,1,"Informational notice about a party, no action required"
24970,2,"Needs clarification about legal contact, requires response but not urgent"
24971,2,Contains a motion document that likely requires review
24972,1,Informational update with no required action
24973,2,Request to modify account requires response but is not urgent
24974,2,Requires follow-up on missed confirmation deadline
24975,1,"Informational announcement about a game, no action required"
24976,2,"Contains a request for CAF, requiring a response but not urgent"
24978,2,Needs review of attached document
24979,2,Request for system change requires response but is not urgent
24980,1,Informational update with no required action
24981,1,"Informational calendar notice, no action required"
24982,1,Message contains no actionable content
24983,2,Requires action to use correct file but not urgent
24984,1,Informational announcement with no immediate action required
24985,1,Informational email with no immediate action required
24986,1,Informational update about credit watch list
24988,3,Meeting scheduled soon requires immediate attention
24989,1,"Provides data only, no action required"
24991,2,The sender asks a clarification question that requires a response
24992,1,Informational update with no immediate action required
24993,2,Requires scheduling a meeting for next week
24994,1,Informational training announcement
24995,1,"Informational agreement, no action required"
24996,1,Contains only a forwarded graphic with no actionable request
24997,2,Requires review and response but not urgent
24999,1,"Out-of-office notice, no action required"
25000,1,"Informational trade confirmation, no action required"
25001,1,"Provides revised data, no action required"
25002,2,Needs response about ticket status
25003,1,Provides informational updates with no urgent action required
25004,2,Resume submission requires review but is not urgent
25005,1,"Content is nonsensical spam, no action required"
25006,2,Requires response to discuss contract terms and volume
25007,1,Informational acknowledgment with no required action
25008,1,"Informational name change, no action required"
25009,1,"Informational, no action needed"
25011,1,Informational invitation with no urgent action required
25012,2,"Request for presentation materials, not urgent"
25013,1,"Informational update, no action required"
25014,2,Internal request likely needs a response but no urgent deadline
25015,2,"Request for address, needs a response but not urgent"
25016,1,"Informational attachment, no action required"
25017,2,"Requires review of attached spreadsheet and response, but no urgent deadline"
25018,1,Brief clarification with no required action
25019,2,Invitation for same‑day plans needs a reply
25020,1,Informational confirmation with no urgent action required
25021,2,Question about roommate needs a response
25022,2,"Request for donation, not urgent"
25023,2,Needs response to update agreement details
25024,1,"Provides attached document, no immediate action required"
25025,2,"Request to review changes, not urgent"
25027,1,Email contains only forwarded headers with no actionable request
25028,1,"Informational comment, no action needed"
25029,1,"Informational note, no action required"
25030,2,Requires feedback on bullet format but not urgent
25031,1,"Provides information about EOL products, no action required"
25033,1,Informational notice of a person's inability to attend
25034,2,Request to update signature block requires a response but is not urgent
25035,2,"Request to print attached letter, action needed"
25036,2,Requires approval but no urgent deadline indicated
25038,2,Needs review and response to contract
25039,1,Informational forward with no clear action required
25040,2,Expense report requires processing but no urgent deadline indicated
25041,2,Request for confirmation about delivery handling
25042,1,Content is just a single word with no actionable request
25043,1,"Informational attachment about terminations, no immediate action required"
25044,2,Request for data addition requiring a response but not urgent
25045,1,"Provides contact info only, no action required"
25046,1,Informational update with no required action
25047,2,Request to discuss plans requires a response but is not urgent
25048,1,Informational update with no required action
25050,1,"Just a humor attachment, no action required"
25051,2,Missing files need follow‑up but not immediate
25052,2,"Request for input on a form, needs a response but not urgent"
25054,3,Urgent FBI investigation requires immediate attention
25055,2,Requires review of attached corrections
25056,2,Requires response to confirm contract amendment
25057,1,Informational report with no immediate action required
25058,1,"Informational confidential data, no action required"
25060,1,Informational FYI with no required action
25061,2,Inquiry about Philippe's departure needs a response
25062,1,"No action needed, just a comment"
25063,2,Scheduling clarification needed
25064,2,Short confirmation reply that may need a brief acknowledgment
25065,1,"Informational contract amendment, no immediate action required"
25066,1,Informational report notification with no immediate action required
25067,2,Needs response to arrange subcommittee meeting
25068,2,Contains suggestions for a draft brief requiring review
25069,1,"Informational attachment, no action required"
25071,1,"No actionable request, just opinion"
25072,1,"Termination notice is informational, no immediate action required"
25073,1,Informational update with no required action
25075,1,"Report availability notification, no action required"
25076,1,"Informational notice, no action required"
25077,1,It's an informational survey announcement with no urgent action required
25078,2,Requires update to credit reserve records
25080,1,Informational policy about time-off approvals
25081,2,Requires reviewer approval but not urgent
25082,2,"Requires a response to confirm next steps, but not urgent"
25084,2,Resume submission requires review but is not urgent
25085,1,Forwarded informational email with no clear request
25086,1,No clear request or urgency identified
25087,1,Message is a simple thank you with no required action
25088,1,"Just an informational attachment, no action required"
25089,1,The email only shares a website link with no required action
25090,2,Requires action to correct payment allocation
25092,1,"Informational summary, no action required"
25093,2,User needs assistance with login issue
25094,2,"Simple request for ordering, not urgent"
25095,1,Informational report with no immediate action required
25096,1,"Informational, no action required"
25099,1,"Informational update, no action required"
25100,1,"Informational about deals, no action needed"
25101,2,Requires clarification on board approval but not time-sensitive
25102,2,Request requires action to notify lawyers but is not urgent
25103,2,Requires a response to schedule training but not urgent
25105,2,Discrepancy in trade data needs review
25107,1,Informational update about resume distribution
25108,1,"Contains suspicious link, no actionable request"
25109,1,Task priority set to low
25110,2,Inform about upcoming quiz requiring preparation
25111,2,Needs a response but not urgent
25112,1,Email contains only forwarding information with no actionable request
25113,1,Meeting is past and informational
25116,2,Forwarded cash approval documents likely need review
25117,1,"Email contains only routing headers, no actionable content"
25118,1,The email only shares an observation with no clear action required
25119,2,Request for information requiring a response
25120,2,Request for a fan is a non‑critical but actionable request
25121,1,Bounce notice is informational and requires no immediate action
25122,1,Delivery confirmation requires no action
25123,1,Informational update with no clear action required
25124,2,Deal update requires review but not urgent
25125,1,Acknowledgment with no action required
25126,2,Request for contract review requires a response but is not time‑critical
25127,2,Request for information requires a response but is not urgent
25128,1,"Provides bios for reference only, no action required"
25129,1,"Informational update, no action required"
25130,1,"Informational FYI about holiday pay, no action required"
25131,2,Requires response to address nomination mismatches and prevent future cuts
25133,1,"Informational schedule update, no immediate action required"
25134,1,"Informational announcement, no immediate action required"
25135,1,Informational reply with no required action
25136,2,Rejected nomination requires corrective action but is not time-critical
25137,1,Email contains only a forwarded link with no actionable request
25138,2,"Request for contact information, not urgent"
25139,2,Contains recruiter contact info for a job opportunity requiring follow-up
25140,1,Informational update with no required action
25141,1,Acknowledgment with no urgent action required
25143,2,Needs contract amendment to include agency riders
25145,1,Informational FYI with no required action
25146,2,Request to enroll in a near‑term course requires a response
25147,1,Informational update with no required action
25148,2,Meeting request requires a response but is not time-sensitive
25149,2,Request requires a response but is not time-sensitive
25150,2,Needs review of attached approvals
25151,1,"Contains only contact information, no actionable request"
25153,2,Request to straighten cords this weekend
25154,2,Request for deal number requires a response
