email_index,priority,reasoning
4480,1,"Promotional game invitation, no urgent action required"
4481,2,Requires feedback on accounting changes but not urgent
4482,2,Invitation to a tomorrow event requiring RSVP
4483,1,Informational update with no action required
4484,1,"Informational notice about upcoming blackouts, no action required"
4486,1,Informational newsletter with no required action
4487,1,"Informational notice about email change, no immediate action required"
4488,1,"Promotional email, no action required"
4489,2,"Request for feedback on process change, not urgent"
4490,1,Newsletter content with no actionable request
4492,2,"Request to distribute talking points, requires action but not urgent"
4493,1,Informational newsletter with no required action
4494,2,"Invitation to meet, needs a response but not urgent"
4495,2,Needs clarification on utility deadline timing
4496,1,"Informational list of articles, no action required"
4497,2,Needs a response to confirm attendance
4498,1,"Informational announcement, no action needed"
4499,1,Informal message with no actionable request
4500,2,Invitation to board meeting and volunteer opportunities requires a timely response
4501,1,"Personal chat, no action needed"
4502,1,Informational newsletter with no required action
4503,1,"Informational news, no action required"
4504,3,Press conference scheduled for today requires immediate attention
4505,1,Informational email with no action required
4506,2,Needs coordination to address staffing gap
4507,1,"Just a forwarded story, no action required"
4508,1,Personal note with no urgent action required
4509,3,Urgent due-diligence request for closing
4510,2,Contains a question needing a response
4511,1,"No actionable request, purely informational"
4512,1,Informational newsletter with no required action
4513,1,Informational forward with no action required
4514,1,"Marketing email, no action required"
4515,1,"Promotional spam, no action required"
4516,1,FYI forwarded copy with no clear action required
4517,1,"Promotional email, no action required"
4518,1,Informational news with no required action
4519,1,Informational event invitation with no required action
4520,1,"Promotional email, no action required"
4521,2,"Contains a request for follow‑up on ticket names, but not urgent"
4523,1,Email contains no clear request or action required
4524,1,"No clear request or urgency, appears to be informal"
4525,3,Meeting scheduled for tomorrow requires immediate attention
4526,1,Informational email with no required action
4527,3,Urgent request to start PC ordering today
4528,1,Newsletter content with no actionable request
4530,1,Newsletter is informational with no required action
4531,2,Personal housing concern needs a response but is not urgent
4532,3,Urgent volunteer request for an event occurring in a few days
4533,1,"Informational update, no action required"
4534,2,"Needs response to send service agreement, but not urgent"
4535,1,Promotional email with no required action
4536,1,FYI informational update with no required action
4538,2,Needs response to coordinate upcoming visit
4539,1,Promotional spam with no required action
4540,1,No actionable request or urgent content
4541,1,Informational press report with no required action
4542,1,Informational newsletter with no required action
4543,2,Provides scheduling instruction requiring action but not urgent
4545,2,Needs a response to coordinate meeting time
4546,1,"Irrelevant spam content, no action needed"
4547,2,Scheduling confirmation that requires a response but is not urgent
4548,2,Requires clarification response but not urgent
4550,2,"Request for an update, requires a response but not urgent"
4551,1,"Informational welcome message, no action required"
4552,1,"Informational content, no action required"
4553,1,Informational email with no urgent action required
4554,2,Needs a response but not urgent
4555,1,"Automated fantasy football report, no action required"
4556,2,FYI about a meeting tomorrow requiring attendance
4557,1,"Spam promotional email, no action required"
4558,2,Requires a scheduling response but not urgent
4559,1,"Spam promotional email, no action needed"
4560,1,Informational update with no immediate action required
4561,1,Informational newsletter with no required action
4562,3,RSVP required for upcoming Saturday session
4564,1,"Informational content, no action required"
4565,1,Informational news roundup with no required action
4566,3,Immediate legal compliance required
4568,1,Forwarded informational content with no required action
4569,2,Requires a response to confirm changes but not urgent
4570,1,"Spam advertisement, no action required"
4571,1,"Informational newsletter, no action required"
4572,3,Meeting reschedule needed for tomorrow
4573,2,Needs commercial input but not urgent
4574,1,Informational update about meeting schedule
4576,1,FYI message with no required action
4577,1,"Promotional email, no action required"
4578,1,Informational email with no action required
4579,3,Time-sensitive request for review of testimony
4580,2,Needs response about contractor but not urgent
4581,1,"Informational welcome message, no action required"
4582,1,Casual forward with no actionable request
4583,1,The email is an informational confirmation with no required action
4584,1,Informational update with no required action
4586,1,Informational update with no required action
4587,1,"Promotional email, no action required"
4589,1,Informational market commentary with no required action
4590,3,Schedule download failed and requires manual intervention
4591,2,Request requires a response and action but no immediate deadline
4592,1,"Provides feedback only, no urgent action required"
4593,1,Promotional email with no required action
4594,1,Informational confirmation with no required action
4595,1,"No actionable request, just a congratulatory note"
4597,2,Needs clarification on invoice creation and tracking
4598,3,Request for overnight FedEx shipment requires immediate action
4599,2,Subject claims urgency but body suggests a non‑immediate discussion
4600,3,Needs immediate confirmation to proceed with payment
4601,1,"Promotional spam, no action required"
4603,1,Casual banter with no required action
4604,1,Informational report with no required action
4606,1,Forwarded bulletin appears informational with no required action
4607,1,Informational status update with no immediate action required
4608,1,Casual greeting with no action required
4609,1,Informational FYI email with no required action
4610,1,Informational newsletter with no required action
4612,3,Urgent deadline and risk of bankruptcy require immediate attention
4613,2,Question requires a response but is not time-sensitive
4615,1,Promotional spam with no required action
4617,1,"Informational notice of unavailability, no action required"
4618,1,"Informational event invitation, no action needed"
4619,1,Provides updated numbers with no required action
4620,2,Request for a Master Agreement requires a response
4621,1,Promotional content with no urgent request
4622,2,Needs a response before upcoming travel
4624,1,"Personal health update, no action required"
4625,1,"Informational newsletter with advertisement, no action required"
4626,1,Informational announcement with no required action
4627,1,Email is just an acknowledgment with no actionable request
4628,2,Enthusiastic request but no clear deadline or urgency
4630,2,"Request for clarification on event dates, not urgent"
4631,3,Upcoming discussion tomorrow requires immediate preparation
4633,1,Friendly note with no required action
4634,3,Schedule download failed and requires immediate manual intervention
4635,1,Email is a friendly update with no clear action required
4636,1,Forwarded informational email with no clear action required
4638,1,The email is an FYI with no clear request or action needed
4639,2,Needs clarification and response but not urgent
4640,1,Email contains personal schedule updates with no actionable request
4641,1,"Informational announcement, no action needed"
4642,3,Schedule download failed and requires immediate manual intervention
4643,1,"Promotional coupon email, no action required"
4644,2,Casual plan discussion that requires a response but is not urgent
4645,1,Promotional content with no actionable request
4646,1,"Email contains news headlines only, no action required"
4647,1,Email contains informational announcements with no urgent action required
4648,1,Promotional content with no required action
4649,1,"Merger announcement is informational, no action needed"
4650,1,"Unsolicited promotional forward, no action needed"
4651,2,Needs a response but no urgent deadline
4652,3,Marked as High importance and relates to upcoming board meeting
4653,1,Advertisement with no required action
4655,1,"Informational announcement about transfer, no action required"
4656,1,Email contains only a forwarded notice with no actionable request
4657,2,Request for assistance with power and gas situation
4658,1,"Promotional email, no action required"
4660,2,Clarification of contract terms likely requires a response
4661,1,"Informational news article, no action required"
4662,1,Forwarded newsletter is informational with no required action
4663,2,Request to update mailing lists requires action but is not urgent
4664,2,"Asks to be added to distribution list, needs a response but not urgent"
4665,2,Needs response but not urgent
4666,1,Informational update with no required action
4667,1,Forwarded joke email requires no action
4668,2,Requires a response but no urgent deadline indicated
4669,3,Past due invoice requires immediate action
4671,2,Request for performance feedback requires a response
4673,1,Promotional newsletter with no actionable request
4674,1,"Unsolicited marketing, no action needed"
4675,3,Agenda for a same-day conference call requires immediate attention
4678,1,Simple thank‑you with no required action
4679,1,"Spam advertisement, no action needed"
4680,2,Requires response to address overdue invoices
4681,1,"Informational summary, no action required"
4683,2,"Request to review a candidate and respond, but no urgent deadline"
4684,2,Requires clarification on schedule and response
4685,2,Needs a response to arrange a meeting but not urgent
4686,1,Informational memo with no immediate action required
4688,2,Request for attendance requires a response but is not urgent
4689,1,"Informational newsletter, no action required"
4690,1,Promotional email with no required action
4691,1,Promotional email with no required action
4692,2,Needs a response to coordinate internal responsibilities
4693,1,"Informational promotion, no action needed"
4694,1,"Forwarded informational email about tax cut, no action required"
4695,1,Forwarded informational email with no clear action required
4696,1,Email is only FYI with no action required
4697,3,Requires immediate response to confirm tomorrow's meeting
4698,1,"No actionable request, just a forwarded notice"
4699,3,Subject explicitly states urgent response required
4700,1,Informational update with no required action
4701,1,Informal personal update with no required action
4702,1,"Meeting cancellation notice, no action required"
4704,1,"Provides article list, no action required"
4705,1,The email is a forwarded informational notice about a campout with no clear action required
4706,1,Email shares comments for review without urgent deadline
4707,1,Informational invitation with no required action
4708,1,"Informational newsletter, no action required"
4709,1,"Informational announcement about restructuring, no action required"
4710,2,Requires response to prepare for upcoming Friday discussion
4711,1,"Informational FYI about conference call schedule, no immediate action required"
4713,1,"FYI only, no immediate action required"
4714,1,Spam advertisement with no required action
4715,1,General commentary with no actionable request
4716,2,Question requires a response but is not time-sensitive
4717,1,"Informational account confirmation, no action required"
4718,1,"Automated fantasy football report, no action required"
4719,1,"Promotional content, no action required"
4720,1,Email contains personal commentary with no clear action required
4721,2,Request for guidance and assistance requires a response but no urgent deadline
4722,1,Informational legal news with no required action
4723,1,"Informational news summary, no action required"
4724,3,Meeting starts tonight requiring immediate attention
4725,1,Promotional newsletter with no actionable request
4726,1,Email is a forwarded message with no clear actionable request
4727,1,"Informational news update, no action required"
4728,1,"Informational fantasy football report, no action required"
4729,1,Promotional reminder with no required action
4730,2,Job opportunity requires response but not urgent
4731,1,"Informational announcement about payroll changes, no action required"
4732,1,Informational survey results with no required action
4734,1,"General market discussion, no urgent action required"
4735,2,Requires user to complete a survey but not urgent
4736,2,Requires review and response but no immediate deadline
4737,2,Needs response to discuss contract issues
4738,1,"Donation request, informational, no immediate action"
4740,1,Informational announcement with no required action
4741,1,"No actionable request, appears informal"
4743,1,"Informational market update, no action required"
4744,2,Requires coordination and confirmation but not urgent
4745,1,"Informational list of articles, no action required"
4747,1,Informational market update with no required action
4748,3,Urgent event scheduled for today requires immediate attention
4749,3,Time-sensitive coordination needed before upcoming meetings
4750,2,Request for dinner plans requires a response but is not urgent
4751,1,"Promotional event announcement, no action required"
4752,2,Needs a response to confirm meeting availability
4753,1,Promotional content with no required action
4754,1,"Informational event invitation, no urgent action needed"
4755,1,Newsletter content with no required action
4756,1,"Informational internal note, no action required"
4757,1,"Informational announcement, no action required"
4758,3,Urgent request to complete finance presentation by end of next week
4759,1,"Promotional devotional content, no action required"
4762,2,"Sender requests clarification of title, needs a response but not urgent"
4763,1,Promotional email with no required action
4764,2,Needs confirmation but not time-sensitive
4765,1,"Informational news alert, no action required"
4766,1,"Informational notice about board election, no action required"
4767,1,Promotional email with no required action
4768,1,Informational event notice with no required action
4769,1,"Informational news summary, no action required"
4771,3,Urgent request for information on penalty charges
4772,2,Requires action to store attachments but no urgent deadline
4773,2,Needs response to reschedule meeting
4775,2,Needs a response to assign an attendee for the meeting
4776,1,"Informal personal message, no action needed"
4778,1,Informational forward with no required action
4780,1,Informal apology with no urgent request
4781,3,"Request asks for an answer today, indicating urgency"
4783,3,Deadline requires action by a specific date
4784,1,"Just a thank-you note, no action required"
4785,1,"Informational newsletter, no action required"
4786,1,"Promotional marketing email, no urgent action needed"
4787,2,Requires action to process account opening but not urgent
4788,1,"Informational announcement, no action required"
4790,1,"Informational forward about a camping plan, no action required"
4791,1,Email contains only headers and no actionable request
4792,1,Forwarded chain email with no actionable request
4793,1,"Informational market update, no action required"
4795,2,Request for interview scheduling requires response
4796,1,"Advertisement, no action needed"
4797,1,Informal update with no required action
4798,1,Email only forwards information with no urgent action required
4800,1,Supportive response with no required action
4802,1,Promotional email with no action required
4803,3,Urgent request for information for upcoming Senate hearing
4804,1,Informational news update with no action required
4805,1,Informational newsletter with no required action
4806,2,Internal procedural issue requiring response but not urgent
4807,1,FYI notice about code change with no required action
4808,1,Informational forwarded email with no clear action required
4809,1,Spam-like urgent request with no actionable content
4810,2,Question about location needs a response but not urgent
4811,3,Urgent emotional situation requiring immediate response
4812,1,"Informational email sharing news, no action required"
4813,1,"Promotional daily verse email, no action required"
4814,1,"Informational news alert, no action required"
4815,1,Informational newsletter with no required action
4816,1,Informal forwarded message with no actionable request
4817,1,"Congratulatory message, no action required"
4818,1,"Just an informational update, no action required"
4820,2,Requires a status update response but no immediate deadline
4821,1,Informational news update with no required action
4822,1,"Informational monthly summary, no action required"
4823,1,"Provides information, no action needed"
4824,1,Forwarded message with no actionable request
4826,2,"Simple information request, not urgent"
4827,2,Requires response to coordinate meeting scheduling
4829,2,Requires a response but not urgent
4830,1,Informational update with no urgent action required
4831,1,Informational newsletter with no required action
4834,1,Spam promotional email with no required action
4835,1,Spam advertisement with no actionable request
4836,1,"Informational personal message, no action required"
4837,2,Requires clarification and response
4838,1,Informational email with no required action
4839,1,Promotional spam with no required action
4840,1,Casual comment with no actionable request
4841,1,"Informational announcement about shuttle service, no urgent action needed"
4842,1,Informational security update with no immediate action required
4843,2,Request needs response but not urgent
4844,3,Urgent request for an immediate white paper on tax issues
4845,1,"Informational news about Enron, no action required"
4847,2,Requires response to coordinate involvement
4848,1,"Spam marketing email, no action required"
4849,1,"Informational article, no action required"
4850,1,"Promotional marketing email, no action required"
4851,1,Informational newsletter with no required action
4852,1,"Spam promotional email, no action required"
4853,1,"Promotional spam, no action required"
4854,2,Requires review and response but no immediate deadline
4855,1,"Promotional sale announcement, no action required"
4856,3,Urgent request for materials needed before printing
4857,1,Simple acknowledgment with no required action
4858,1,Informational invitation with no urgent action required
4860,1,Spam advertisement with no actionable request
4861,2,Requires processing of transcript corrections but not urgent
4862,2,Simple location query requiring a response
4863,2,The email requests a response but does not indicate urgency
4864,2,Request for performance feedback participation
4866,1,"No actionable request, appears to be nonsense"
4869,2,Friendly check-in that needs a response but is not urgent
4870,2,Request asks for a response but no urgent deadline
4871,1,Spam advertisement with no required action
4873,2,Request to update mailing lists requires action but is not urgent
4874,1,Informational announcement with no required action
4875,2,Request for feedback on website update
4879,2,Suggests scheduling a meeting but not urgent
4880,1,"Promotional marketing email, no action required"
4882,1,"Just a thank-you, no action required"
4884,3,Meeting scheduled today at 4:00pm requires immediate attention
4885,1,FYI forwarded message with no action required
4887,1,"Informational newsletter, no action needed"
4888,1,"Informational list of articles, no action required"
4889,2,"Reminder to complete administrative tasks, not urgent"
4891,1,"Informational event announcement, no action needed"
4892,1,No clear request or action required
4893,3,Needs urgent response and coordination for upcoming call
4894,1,Promotional daily verse email with no actionable request
4896,1,Forwarded cute content with no actionable request
4897,2,Follow-up discussion requires a response but is not urgent
4898,1,The email contains no actionable request and is informational
4899,1,Informational news with no required action
4900,2,Invitation requires RSVP but is not time-critical
4901,2,Requires a response but not urgent
4902,1,"Informational news about testimony, no action required"
4903,1,Promotional contest reminder with no urgent action required
4904,1,Informational update with no required action
4905,1,Informational update about staffing process with no immediate action required
4908,2,"Request for information, needs response but not urgent"
4909,1,"Informational news about Enron, no action required"
4911,1,"Informational e-report, no action required"
4912,1,"Confirmation notice, no action required"
4913,3,Urgent request to fix documents today
4914,1,Email is an offer to assist without urgent request
4915,1,It's an informational daily report requiring no action
4916,1,Promotional content with no required action
4917,1,"Forwarded non‑actionable content, no response required"
4918,1,"Informational congratulatory message, no action required"
4919,1,Informational personal note with no required action
4921,1,FYI forward with no action required
4922,1,It's an informational newsletter with no clear action required
4923,1,"No clear request or urgency, appears informational"
4924,2,Request for performance feedback requires a response but is not urgent
4925,1,"Informational newsletter, no action required"
4926,1,Informational news with no required action
4927,1,Spam advertisement with no actionable request
4928,1,Forwarded prayer email with no actionable request
4929,1,Informational newsletter with no required action
4931,1,"Informational newsletter, no action required"
4932,1,Informational confirmation with no required action
4934,1,"Spam promotional email, no action required"
4935,1,"No actionable request, just a casual comment"
4936,1,Informational market report with no required action
4937,1,Informational forward with no required action
4938,3,Needs immediate clarification for tomorrow's meeting
4939,1,Casual acknowledgment with no required action
4940,1,Email is informational with no actionable request
4941,1,Forwarded notice with no clear action required
4942,1,"Informational newsletter, no action required"
4943,1,Simple acknowledgement with no required action
4945,3,Contains sensitive credentials that require immediate security action
4946,1,"Informational event announcement, no action needed"
4947,2,Needs a meeting time confirmation
4948,1,"Informational update, no action required"
4953,1,Promotional email with no required action
4955,1,Informational conference announcement with no required action
4956,1,FYI informational message with no required action
4958,2,Meeting kickoff requires response but not urgent
4960,1,Informational email with no clear action required
4961,2,"Informal request to call, requires response but not urgent"
4962,3,Urgent request to finalize NDA for immediate execution
4963,1,Apology with no actionable request
4965,1,Informational news update with no required action
4966,1,Informational schedule update with no required response
4967,2,Needs response to resolve pending legal issues
4969,1,Promotional newsletter with no required action
4970,2,Requires a response to provide event location but not urgent
4971,2,Requires response to confirm attendance at reception
4973,1,Informational forward with no urgent action required
4974,2,Requires review of attached execution drafts
4976,1,"Contains only jokes, no action required"
4978,2,Requires attention to upcoming upgrade deadlines
4979,1,"Promotional sale notice, no action required"
4980,1,"Informational content, no action required"
4981,1,"Email contains only appreciation and acknowledgment, no action required"
4983,1,Informational announcement with no required action
4984,1,Informational announcement with no required action
4985,1,Informational draft with no urgent action required
4986,1,Promotional content with no required action
4987,2,Requires review and response but not immediately urgent
4988,1,Email contains only template code with no actionable request
4990,1,"Promotional content, no action required"
4991,3,Meeting scheduled for tomorrow requires immediate attendance
4992,3,Schedule download failed and requires immediate manual intervention
4993,1,"Promotional shipping deadline notice, no action required"
4994,1,Promotional email with no actionable request
4995,2,Requires response but not urgent
4997,2,Needs a response to assign reviewer before counsel submission
4998,2,Question about investment strategy requiring a response
5002,1,Informational email with no clear action required
5003,1,"Promotional email, no action required"
5004,2,Requires action to update transcript but not urgent
5005,2,Needs clarification but not urgent
5006,1,"Promotional email, no action needed"
5008,1,Invitation is informational and not time-sensitive
5009,1,"Promotional seminar invitation, no urgent action required"
5010,2,"Sender asks for a clarification call, requiring a response but not urgent"
5011,2,Request to arrange a conference call requires a response but is not urgent
5012,1,Informational personal update with no required action
5013,1,Informational meeting summary with no required action
5014,1,Informational update with no required action
5015,1,Informational newsletter with no required action
5016,1,"Informational newsletter, no action required"
5017,1,"Informational newsletter, no action required"
5018,1,Informational praise with no required action
5019,1,"Promotional car rental offer, no action required"
5020,3,"Potential threat indicated, requires immediate attention"
5021,2,Requires user to complete a survey before migration
5022,2,Needs preparation of Canadian breakout P&L for next week
5025,1,Email contains only forwarded information with no clear action required
5026,2,"Sender seeks clarification and a future chat, but no immediate deadline"
5027,2,Question about price fixing requires a response but is not urgent
5028,2,RSVP required for upcoming event
5030,2,Requires response to address utility connection issue
5031,1,"Informational newsletter, no action required"
5032,1,Forwarded personal content with no actionable request
5033,1,"Informational update, no action needed"
5034,1,Informational email with no action required
5035,1,Informational content with no clear action required
5037,2,Requires a response but is not urgent
5038,1,It's an informational newsletter with no required action
5039,1,"Simple acknowledgment, no action required"
5040,2,Requires a response to address financial concerns
5041,1,Informational update with no required action
5042,1,"Informational notice about a past practice event, no action required"
5043,1,Informational update with no urgent action required
5044,1,Email contains only forwarded contact details with no actionable request
5045,1,"Informational update, no action required"
5046,1,Email contains informational news content with no actionable request
5047,1,The email is an acknowledgment with no required action
5049,2,Incorrect deal setup requires correction
5051,1,Informational update with no required action
5052,1,Email is a news update with no required action
5053,1,"Promotional travel deal, no action required"
5054,3,Contains a direct threat requiring immediate action
5055,1,Informal personal note with no required action
5056,1,Invitation to a party with no required action
5057,2,Requires a response but not urgent
5058,2,Requires a response but no immediate urgency
5059,1,Informational newsletter with no required action
5060,1,"Congratulatory note, no action required"
5061,2,"Request for standardizing language, requires response but not urgent"
5062,1,Informational newsletter with no required action
5063,1,"Informational news clipping, no action required"
5064,1,Brief approval with no required action
5065,1,"Unsolicited marketing spam, no action required"
5066,1,Informational announcement with no urgent action required
5067,1,Informal message with no actionable request
5068,1,"Informational update about payroll changes, no action required"
5069,1,"Informational auction completion notification, no action required"
5070,2,Requires scheduling a meeting soon
5071,3,Urgent need to adjust numbers to avoid penalties
5072,3,Meeting scheduled today requires immediate attention
5073,2,Request for project details requires a response but is not urgent
5074,3,Urgent meeting tomorrow requires immediate attendance
5075,1,Informational forward with no required action
5076,2,Requires response to coordinate upcoming presentation
5079,1,"Informational event announcement, no action required"
5080,1,Personal supportive message with no required action
5081,1,"Spam phishing email, no action needed"
5082,1,Informational forwarded email with no action required
5083,1,"Informational content, no action required"
5084,2,Requires scheduling a meeting but no urgent deadline
5087,1,Promotional content with no action required
5088,1,Informational announcement with no required action
5090,1,Informational note with no required action
5091,1,Informational newsletter with no required action
5093,2,Follow-up discussion requires a response but is not urgent
5095,2,Requires clarification and action but not urgent
5096,1,Informational memo with no urgent action required
5099,1,Promotional newsletter with no required action
5100,2,Needs response to coordinate strategy before upcoming legislative session
5102,1,Forwarded notice without actionable request
5103,1,"FYI only, no action required"
5104,1,"Promotional event invitation, no action required"
5105,1,"Promotional conference announcement, no immediate action required"
5106,1,"No action required, just personal comment"
5107,1,Informational update with no required action
5108,2,Needs a response to confirm availability but not urgent
5109,2,Requires a friendly reply but not urgent
5110,3,Urgent meeting and visa decision required today
5112,1,Brief status update with no required action
5113,2,Needs review and response regarding cash position but no urgent deadline
5114,3,Urgent meeting needed to unblock progress
5115,1,Informational follow-up with no urgent action required
5116,1,"Informational newsletter, no action required"
5117,1,Informational forward with no required action
5118,2,Requires response for clarification but not urgent
5119,1,"No actionable request, just personal commentary"
5120,1,Casual reply with no required action
5121,2,Requires action to coordinate but no urgent deadline indicated
5122,1,"No actionable request, just a forwarded check-in"
5123,2,Confirming a meeting scheduled for tomorrow
5125,1,"Spam advertisement, no action needed"
5126,2,Request for network access and pricing requires a response but is not urgent
5127,1,FYI forward with no required action
5128,1,Informal update with no required action
5129,1,Informal message with no actionable request
5130,2,Request to revise document requires action but not urgent
5133,1,"Promotional offer, no action required"
5134,1,Informational update with no action required
5135,1,Informational update with no required action
5136,1,Informational newsletter with no required action
5137,1,"Informational newsletter, no action required"
5138,3,Urgent request to schedule a meeting for tomorrow morning
5140,2,Follow-up request for assistance on pending legislation requires a response
5142,2,"Request to remove a contact from mailing lists, requires action but not urgent"
5143,1,"Informational announcement, no action needed"
5144,1,The email is an informational newsletter with no required action
5146,1,Promotional email with no required action
5147,1,Forwarded email lacks clear request or urgency
5148,2,Requires correction of billing discrepancy and response
5151,1,Marketing reminder with no urgent action required
5152,1,"Promotional email, no urgent action required"
5154,1,Promotional content with no required action
5156,1,"Unsolicited promotional email, no action required"
5157,1,Promotional email with no required action
5159,1,"Promotional email, no action required"
5160,1,Informational newsletter with no required action
5161,1,Promotional content with no required action
5162,3,Urgent request to act before the coal group occupies the space
5163,1,"Forward contains no actionable request, likely informational"
5164,1,"Spam advertisement, no action required"
5165,1,Informational FYI with no required action
5166,2,Solicitation requires a response but no immediate deadline indicated
5167,1,It's an informational newsletter with no actionable request
5169,1,Informational newsletter with no required action
5171,1,Informational meeting notice with no required response
5172,1,Informational newsletter with no required action
5174,2,Need to coordinate comments due Friday
5175,2,Internal memo requesting cost-saving actions
5177,1,Informational event invitation with no urgent action required
5178,1,"Informational email, no action needed"
5180,2,Requires response to address access request
5181,1,"Informational news summary, no action required"
5182,1,"Informational list of articles, no action required"
5183,2,"Friendly check-in, no urgent action required"
5184,1,"Promotional event invitation, no immediate action required"
5185,3,Urgent request to schedule a meeting by Monday
5186,1,Informational email with no clear action required
5187,2,Request for fax and review requires a response but is not urgent
5188,2,"Casual request for feedback, not time-sensitive"
5189,1,Informational content with no required action
5190,2,Needs response to confirm schedule and discuss advisor involvement
5191,1,"Informational about upcoming workshop, no immediate action required"
5192,1,"News summary, no action required"
5193,1,Informational content with no required action
5194,1,"Promotional event notice, no action required"
5195,1,"Informational portfolio report, no action required"
5197,1,Informational update with no immediate action required
5198,3,Requires immediate confirmation to settle today
5199,1,Informational article with no required action
5200,1,Informational newsletter with no required action
5201,2,"Contains a request for handling a share sale, requiring a response but not urgent"
5202,2,Needs clarification but not urgent
5203,2,Request to finalize collections requires a response but is not urgent
5204,1,Informational announcement with no required action
5205,1,It's a joke with no required action
5207,3,Potential malware threat requires immediate action
5208,1,"Spam solicitation, no action needed"
5209,1,"Informational news alert, no action required"
5212,1,Informational update with no required action
5213,2,The sender asks a clarification question that needs a response but is not urgent
5214,1,Informational announcement with no immediate action required
5215,2,Urgent financial update requires attention but no immediate deadline
5217,3,Urgent conference call scheduled requires immediate attention
5218,1,"Informational news broadcast, no action required"
5219,2,Technical issue requires a response but not urgent
5220,1,Promotional spam with no actionable request
5221,1,Informational update with no immediate action required
5222,1,"Unsolicited promotional email, no action required"
5223,1,Promotional reminder with no urgent action required
5224,1,"Promotional newsletter, no action required"
5226,1,"Promotional spam, no action required"
5227,1,"Unsolicited spam with malicious links, no action needed"
5228,1,Informational email with no clear action required
5229,1,Promotional solicitation with no urgent action required
5230,1,"Just a forwarded joke, no action needed"
5231,1,"Informational monthly update, no action required"
5232,1,"FYI only, no action required"
5234,3,Urgent request for missing files needed by tomorrow
5235,1,Birthday greeting with no required action
5236,2,Requires review and response regarding requested material
5237,1,Promotional update with no required action
5238,1,"No actionable request, appears informational"
5239,2,Requires a response regarding contractor meeting but not urgent
5240,1,Informational forward with no clear request
5241,3,Urgent meeting scheduled for tomorrow requiring attendance
5242,1,"Informational newsletter, no action required"
5245,1,"Promotional event invitation, no urgent action required"
5246,1,"Congratulatory note, no action required"
5248,1,Informational update with no required action
5249,1,Informational FYI with no required action
5250,1,Informational event invitation with no urgent action required
5251,1,Informal chat with no actionable request
5252,2,"Needs review of proposed agreement, not urgent"
5253,1,Email contains no actionable request and appears to be spam
5254,1,Forwarded informational email with no clear action required
5255,2,Provides attendance estimate requiring a response
5256,2,"Request to register for conference, needs response but not urgent"
5257,2,Needs a response to schedule a meeting
5258,1,Email provides informational news summary with no required action
5260,1,"Informational order confirmation, no action required"
5261,2,"Request for information about potential membership interest, not urgent"
5262,1,"FYI about rumors, no action required"
5263,1,Informational newsletter with no required action
5266,1,Promotional email with no required action
5267,1,Informational announcement with no required action
5268,2,Request requires response and action but no immediate deadline
5269,1,"Promotional announcement, no action required"
5270,1,"Provides address information only, no action required"
5271,1,Forwarded chain with no clear action required
5272,1,"Promotional email, no urgent action required"
5273,2,Requires coordination and response but not urgent
5274,1,Vague message with no clear action required
5275,1,Informational FYI with no required action
5276,1,"Promotional fare alert, no immediate action required"
5277,1,Duplicate notification with no required action
5278,2,Meeting time confirmation requires a response but is not urgent
5279,2,Sender requests confirmation of receipt and assistance with a technical issue
5281,2,Requires a response but no urgent deadline indicated
5282,3,Needs timely confirmation for Friday event
5283,2,Requires a response but no immediate deadline
5284,2,Pricing discrepancy requires a response but is not urgent
5286,1,Informational announcement about enrollment start date
5287,2,"Suggestion for a video slideshow, requires response but not urgent"
5289,1,Informational update with no action required
5290,3,Urgent coordination needed for upcoming testimony this week
5291,2,Requires a response to clarify payment entitlement
5292,1,Promotional content with no required action
5293,1,"Promotional spam, no action required"
5294,1,Personal update with no required action
5295,1,"Minor correction, no action required"
5296,1,"Informational notice about pay advice, no action required"
5297,1,"Provides login details only, no action required"
5298,1,It's a notification about a possible missed email with no urgent action required
5299,1,"Old bid solicitation notice, informational only"
5300,1,"Promotional conference invitation, no immediate action required"
5301,1,Informational notice with no required action
5302,1,Confirmation message with no required action
5304,3,Urgent legal matter requiring immediate attention
5305,1,Informational invitation with no required response
5306,1,"Provides requested information, no action required"
5307,1,Informational notice about unavailable specials
5308,2,Requires a response and a phone call to arrange signing
5309,1,Promotional content with no required action
5310,1,Informational announcement about payables restructuring
5311,1,"Promotional spam, no action required"
5312,1,"Informational announcement, no action required"
5313,1,Announcement of portal launch with no required action
5314,1,Provides data with no required action
5315,1,Informational update with no required action
5316,1,Promotional content with no actionable request
5317,2,Complaint requires a response but is not urgent
5318,1,"Automated fantasy football report, no action required"
5320,2,Requires coordination but not urgent
5321,1,Informational event invitation with no urgent action required
5322,1,"Informational article, no action required"
5323,3,Schedule download failed requiring immediate manual intervention
5325,1,Informal personal message with no actionable request
5326,1,Informational forward with no required action
5328,1,Informational email with no clear action required
5329,1,"Promotional content, no action required"
5330,1,Provides informational details about a student with no required action
5331,1,"Informational newsletter, no action required"
5332,3,Urgent reputational issue requiring immediate response
5333,1,"Informational announcement, no action required"
5334,1,"Spam advertisement, no action required"
5335,1,Bounce notification is informational and requires no immediate action
5336,1,Promotional spam with no required action
5337,1,Promotional spam with no required action
5338,1,Forwarded informational email with no actionable request
5339,3,Urgent meeting tomorrow requires immediate attention
5340,1,Promotional spam with no required action
5341,2,Needs clarification response about pool inclusion
5342,1,Forwarded informational email with no action required
